system:index,CECSOL_BiomassCutScaled,CHELSA_bio10_12_BiomassCutScaled,CHELSA_bio10_15_BiomassCutScaled,CHELSA_bio10_7_BiomassCutScaled,CLYPPT_BiomassCutScaled,ORCDRC_BiomassCutScaled,PETyr_BiomassScaled,PHIHOX_BiomassCutScaled,SLTPPT_BiomassCutScaled,Snow_newValues_WGS84,elevation_BiomassScaled,.geo
00000000000000000989_0,-0.7215649,-0.35065943,-1.1987833,-0.44278383,-1.59617,-0.52333325,-1.0435991,-1.0512539,-1.8808371,0.0,-0.9343098,
0000000000000000098a_0,-0.7215649,-0.35065943,-1.1987833,-0.44278383,-1.59617,-0.52333325,-1.0435991,-1.0512539,-1.8808371,0.0,-0.9343098,
0000000000000000098b_0,-0.7215649,-0.35065943,-1.1987833,-0.44278383,-1.59617,-0.52333325,-1.0435991,-1.0512539,-1.8808371,0.0,-0.9343098,
0000000000000000098c_0,-0.7215649,-0.35065943,-1.1987833,-0.44278383,-1.59617,-0.52333325,-1.0435991,-1.0512539,-1.8808371,0.0,-0.9343098,
0000000000000000079f_0,0.19420743,0.4587987,-1.1987833,1.3107152,-0.76105446,0.73022044,-0.7619696,-0.48957297,0.7328576,3.0,-0.20460525,
000000000000000007a1_0,0.19420743,0.4587987,-1.1987833,1.3107152,-0.76105446,0.73022044,-0.7619696,-0.48957297,0.7328576,3.0,-0.20460525,
000000000000000007a2_0,0.19420743,0.4587987,-1.1987833,1.3107152,-0.76105446,0.73022044,-0.7619696,-0.48957297,0.7328576,3.0,-0.20460525,
000000000000000007a5_0,0.19420743,0.4587987,-1.1987833,1.3107152,-0.76105446,0.73022044,-0.7619696,-0.48957297,0.7328576,3.0,-0.20460525,
000000000000000007be_0,0.19420743,0.4587987,-1.1987833,1.3107152,-0.76105446,0.73022044,-0.7619696,-0.48957297,0.7328576,3.0,-0.20460525,
000000000000000007cc_0,0.19420743,0.4587987,-1.1987833,1.3107152,-0.76105446,0.73022044,-0.7619696,-0.48957297,0.7328576,3.0,-0.20460525,
000000000000000007d6_0,0.19420743,0.4587987,-1.1987833,1.3107152,-0.76105446,0.73022044,-0.7619696,-0.48957297,0.7328576,3.0,-0.20460525,
000000000000000007bb_0,0.27592507,0.5217566,-1.1987833,1.3107152,-0.50130653,0.8302127,-0.7487165,-0.3084867,1.0180051,3.0,-0.21877427,
000000000000000007bc_0,0.23600394,0.5739217,-1.1987833,1.3212154,-0.55680823,1.3042641,-0.7354633,-0.17323403,0.922956,3.0,-0.29198086,
000000000000000007c2_0,0.27592507,0.5217566,-1.1987833,1.3107152,-0.50130653,0.8302127,-0.7487165,-0.3084867,1.0180051,3.0,-0.21877427,
000000000000000007c3_0,0.27592507,0.5217566,-1.1987833,1.3107152,-0.50130653,0.8302127,-0.7487165,-0.3084867,1.0180051,3.0,-0.21877427,
000000000000000007c5_0,0.27592507,0.5217566,-1.1987833,1.3107152,-0.50130653,0.8302127,-0.7487165,-0.3084867,1.0180051,3.0,-0.21877427,
000000000000000007ca_0,0.27592507,0.5217566,-1.1987833,1.3107152,-0.50130653,0.8302127,-0.7487165,-0.3084867,1.0180051,3.0,-0.21877427,
000000000000000006e5_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006e6_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006e7_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006e8_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006e9_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006ea_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006eb_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006ec_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006ed_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006ee_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006ef_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006f0_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006f1_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006f2_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006f3_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006f4_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006f5_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006f6_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006f7_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006f8_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006f9_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006fa_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006fb_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006fc_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006fd_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006fe_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
000000000000000006ff_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000700_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000701_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000702_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000703_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000704_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000705_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000706_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000707_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000708_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000709_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000070a_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000070b_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000070c_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000070d_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000070e_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000070f_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000710_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000711_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000712_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000713_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000714_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000715_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000716_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000717_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000718_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000719_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000071a_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000071b_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000071c_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000071d_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000071e_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000071f_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000720_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000721_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000722_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000723_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000724_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000725_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000726_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000727_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000728_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000729_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000072a_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000072b_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000072c_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000072d_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000072e_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000072f_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000730_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000731_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000732_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000733_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000734_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000735_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000736_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000737_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000738_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000739_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000073a_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000073b_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000073c_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000073d_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000073e_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000073f_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000740_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000741_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000742_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000743_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000744_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000745_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000746_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000747_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000748_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
00000000000000000749_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000074a_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000074b_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000074c_0,0.041757308,-0.451392,-1.1007501,-0.28528392,0.18247445,-0.9641755,0.8217821,0.164224,-1.4532738,0.0,0.4778692,
0000000000000000040a_0,-0.38638902,-0.1887678,-1.1987833,-0.06478398,0.2590666,-0.8559113,-0.66919756,1.0889758,2.1109133,0.0,-0.43130958,
00000000000000000799_0,0.23600394,0.5739217,-1.1987833,1.3212154,-0.55680823,1.3042641,-0.7354633,-0.17323403,0.922956,3.0,-0.29198086,
000000000000000007bd_0,0.23600394,0.5739217,-1.1987833,1.3212154,-0.55680823,1.3042641,-0.7354633,-0.17323403,0.922956,3.0,-0.29198086,
000000000000000007a6_0,0.23466432,0.2375468,-1.1987833,1.3212154,-0.76105446,0.9584268,-0.7420899,-0.39880475,0.7328576,3.0,-0.27545035,
000000000000000007ae_0,0.23466432,0.2375468,-1.1987833,1.3212154,-0.76105446,0.9584268,-0.7420899,-0.39880475,0.7328576,3.0,-0.27545035,
000000000000000007b4_0,0.23466432,0.2375468,-1.1987833,1.3212154,-0.76105446,0.9584268,-0.7420899,-0.39880475,0.7328576,3.0,-0.27545035,
000000000000000007b7_0,0.23466432,0.2375468,-1.1987833,1.3212154,-0.76105446,0.9584268,-0.7420899,-0.39880475,0.7328576,3.0,-0.27545035,
000000000000000007c4_0,0.23466432,0.2375468,-1.1987833,1.3212154,-0.76105446,0.9584268,-0.7420899,-0.39880475,0.7328576,3.0,-0.27545035,
000000000000000007d2_0,0.23466432,0.2375468,-1.1987833,1.3212154,-0.76105446,0.9584268,-0.7420899,-0.39880475,0.7328576,3.0,-0.27545035,
000000000000000007d3_0,0.23466432,0.2375468,-1.1987833,1.3212154,-0.76105446,0.9584268,-0.7420899,-0.39880475,0.7328576,3.0,-0.27545035,
000000000000000007d4_0,0.23466432,0.2375468,-1.1987833,1.3212154,-0.76105446,0.9584268,-0.7420899,-0.39880475,0.7328576,3.0,-0.27545035,
000000000000000007d5_0,0.23466432,0.2375468,-1.1987833,1.3212154,-0.76105446,0.9584268,-0.7420899,-0.39880475,0.7328576,3.0,-0.27545035,
0000000000000000078b_0,-0.0070052394,0.5415433,-1.1987833,1.3212154,-1.039303,0.37538147,-0.7122703,-0.53405803,0.79632896,3.0,-0.367549,
0000000000000000079b_0,-0.0070052394,0.5415433,-1.1987833,1.3212154,-1.039303,0.37538147,-0.7122703,-0.53405803,0.79632896,3.0,-0.367549,
000000000000000007a3_0,-0.0070052394,0.5415433,-1.1987833,1.3212154,-1.039303,0.37538147,-0.7122703,-0.53405803,0.79632896,3.0,-0.367549,
000000000000000007a8_0,-0.0070052394,0.5415433,-1.1987833,1.3212154,-1.039303,0.37538147,-0.7122703,-0.53405803,0.79632896,3.0,-0.367549,
000000000000000007b9_0,-0.0070052394,0.5415433,-1.1987833,1.3212154,-1.039303,0.37538147,-0.7122703,-0.53405803,0.79632896,3.0,-0.367549,
000000000000000007c9_0,-0.0070052394,0.5415433,-1.1987833,1.3212154,-1.039303,0.37538147,-0.7122703,-0.53405803,0.79632896,3.0,-0.367549,
00000000000000000acb_0,-0.0070052394,0.5415433,-1.1987833,1.3212154,-1.039303,0.37538147,-0.7122703,-0.53405803,0.79632896,3.0,-0.367549,
00000000000000000acc_0,-0.0070052394,0.5415433,-1.1987833,1.3212154,-1.039303,0.37538147,-0.7122703,-0.53405803,0.79632896,3.0,-0.367549,
00000000000000000acd_0,-0.0070052394,0.5415433,-1.1987833,1.3212154,-1.039303,0.37538147,-0.7122703,-0.53405803,0.79632896,3.0,-0.367549,
00000000000000000d41_0,-0.7912258,0.063063614,4.193042,-1.0517836,0.8891959,-1.051395,1.9449869,0.30037507,-2.40345,0.0,0.48967674,
00000000000000000d42_0,-0.7912258,0.063063614,4.193042,-1.0517836,0.8891959,-1.051395,1.9449869,0.30037507,-2.40345,0.0,0.48967674,
00000000000000000d43_0,-0.7912258,0.063063614,4.193042,-1.0517836,0.8891959,-1.051395,1.9449869,0.30037507,-2.40345,0.0,0.48967674,
00000000000000000d44_0,-0.7912258,0.063063614,4.193042,-1.0517836,0.8891959,-1.051395,1.9449869,0.30037507,-2.40345,0.0,0.48967674,
00000000000000000d45_0,-0.7912258,0.063063614,4.193042,-1.0517836,0.8891959,-1.051395,1.9449869,0.30037507,-2.40345,0.0,0.48967674,
00000000000000000d46_0,-0.7912258,0.063063614,4.193042,-1.0517836,0.8891959,-1.051395,1.9449869,0.30037507,-2.40345,0.0,0.48967674,
00000000000000000d47_0,-0.7912258,0.063063614,4.193042,-1.0517836,0.8891959,-1.051395,1.9449869,0.30037507,-2.40345,0.0,0.48967674,
00000000000000000d48_0,-0.7912258,0.063063614,4.193042,-1.0517836,0.8891959,-1.051395,1.9449869,0.30037507,-2.40345,0.0,0.48967674,
00000000000000000d49_0,-0.7912258,0.063063614,4.193042,-1.0517836,0.8891959,-1.051395,1.9449869,0.30037507,-2.40345,0.0,0.48967674,
00000000000000000e1b_0,0.09668233,2.2180212,0.6148306,-1.3877834,1.2802978,-0.74472755,2.554632,0.30037507,0.13098462,0.0,-0.92486376,
00000000000000000ce2_0,-0.049873415,-0.7913644,0.6148306,0.46021578,-0.16755639,0.25726384,0.07297901,0.8413864,0.2260338,2.0,4.1759834,
00000000000000000ce3_0,-0.049873415,-0.7913644,0.6148306,0.46021578,-0.16755639,0.25726384,0.07297901,0.8413864,0.2260338,2.0,4.1759834,
00000000000000000ce4_0,-0.049873415,-0.7913644,0.6148306,0.46021578,-0.16755639,0.25726384,0.07297901,0.8413864,0.2260338,2.0,4.1759834,
00000000000000000ce5_0,-0.049873415,-0.7913644,0.6148306,0.46021578,-0.16755639,0.25726384,0.07297901,0.8413864,0.2260338,2.0,4.1759834,
0000000000000000080e_0,-0.5224956,-0.27151242,0.6148306,0.13471587,0.85182476,-0.90225804,0.14918463,1.3823977,0.22634962,0.0,0.62664396,
0000000000000000080f_0,-0.5224956,-0.27151242,0.6148306,0.13471587,0.85182476,-0.90225804,0.14918463,1.3823977,0.22634962,0.0,0.62664396,
0000000000000000080a_0,-0.8311468,-0.29669556,0.6148306,0.13471587,0.14658327,-0.834745,0.13261819,0.41316077,0.25792742,0.0,0.61011344,
0000000000000000080b_0,-0.8311468,-0.29669556,0.6148306,0.13471587,0.14658327,-0.834745,0.13261819,0.41316077,0.25792742,0.0,0.61011344,
000000000000000005b7_0,-0.52035224,-0.23014012,0.6148306,1.4262153,-1.6150405,-0.52880734,-0.49359328,-1.1429205,0.74896246,2.0,0.10475169,
00000000000000000e17_0,0.53956455,1.6837786,0.9579467,-1.3142834,2.5979083,-0.8847412,2.4717999,0.5034788,-0.93034524,0.0,-0.8540187,
00000000000000000a84_0,-0.4675707,-0.5323378,0.9579467,-0.27478388,0.3138284,-0.73098165,0.25520986,0.63873214,-0.34394535,0.0,-0.82331914,
00000000000000000a9b_0,-0.6971836,-0.64386314,0.9579467,0.019215893,0.16545388,-0.8888771,0.5202729,0.43562838,0.1470895,0.0,-0.4974317,
00000000000000000a9a_0,-0.670391,-0.61868,0.9579467,0.019215893,0.22095555,-0.9072455,0.5169596,0.57088107,0.1470895,0.0,-0.4974317,
0000000000000000054e_0,-0.2623391,-0.521545,0.9579467,1.7307149,-0.8357968,-0.25778186,-0.63937795,-0.5785431,0.08393391,3.0,0.010291553,
0000000000000000054f_0,-0.2623391,-0.521545,0.9579467,1.7307149,-0.8357968,-0.25778186,-0.63937795,-0.5785431,0.08393391,3.0,0.010291553,
0000000000000000054a_0,-0.22188218,-0.5233438,0.9579467,1.7307149,-0.61305,-0.010477182,-0.64269125,-0.3084867,0.08393391,3.0,0.010291553,
0000000000000000054b_0,-0.22188218,-0.5233438,0.9579467,1.7307149,-0.61305,-0.010477182,-0.64269125,-0.3084867,0.08393391,3.0,0.010291553,
00000000000000000595_0,-0.22188218,-0.5233438,0.9579467,1.7307149,-0.61305,-0.010477182,-0.64269125,-0.3084867,0.08393391,3.0,0.010291553,
00000000000000000558_0,-0.60126597,-0.5575209,0.9579467,1.7412152,-0.6500511,-0.6532504,-0.6294381,-0.46575746,-0.29626286,2.0,0.0126530565,
00000000000000000559_0,-0.60126597,-0.5575209,0.9579467,1.7412152,-0.6500511,-0.6532504,-0.6294381,-0.46575746,-0.29626286,2.0,0.0126530565,
0000000000000000055a_0,-0.60126597,-0.5575209,0.9579467,1.7412152,-0.6500511,-0.6532504,-0.6294381,-0.46575746,-0.29626286,2.0,0.0126530565,
00000000000000000592_0,-0.33146414,-0.5665149,0.9579467,1.7412152,-0.61305,-0.45204923,-0.6261248,-0.46665648,-0.8823469,2.0,0.019737566,
