system:index,Aridity_RichnessScaled,CECSOL_RichnessCutScaled,CHELSA_bio10_15_RichnessCutScaled,CHELSA_bio10_7_RichnessCutScaled,CLYPPT_RichnessCutScaled,ORCDRC_RichnessCutScaled,PETyr_RichnessScaled,PHIHOX_RichnessCutScaled,SLTPPT_RichnessCutScaled,Snow_newValues_WGS84,elevation_RichnessScaled,.geo
00000000000000001420_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001421_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001422_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001423_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001424_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001425_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001426_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001427_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001428_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001429_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000142a_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000142b_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000142c_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000142d_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000142e_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000142f_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001430_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001431_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001432_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001433_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001434_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001435_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001436_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001437_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001438_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001439_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000143a_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000143b_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000143c_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000143d_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000143e_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000143f_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001440_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001441_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001442_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001443_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001444_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001445_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001446_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001447_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001448_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001449_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000144a_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000144b_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000144c_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000144d_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000144e_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000144f_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001450_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001451_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001452_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001453_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001454_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001455_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001456_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001457_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001458_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001459_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000145a_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000145b_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000145c_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000145d_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000145e_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000145f_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001460_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001461_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001462_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001463_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001464_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001465_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001466_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001467_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001468_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001469_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000146a_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000146b_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000146c_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000146d_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000146e_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000146f_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001470_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001471_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001472_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001473_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001474_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001475_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001476_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001477_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001478_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001479_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000147a_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000147b_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000147c_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000147d_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000147e_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000147f_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001480_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001481_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001482_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001483_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001484_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001485_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001486_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001487_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001488_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001489_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000148a_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000148b_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000148c_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000148d_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000148e_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000148f_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001490_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001491_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001492_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001493_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001494_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001495_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001496_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001497_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001498_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000001499_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000149a_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000149b_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000149c_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000149d_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000149e_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
0000000000000000149f_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014a0_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014a1_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014a2_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014a3_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014a4_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014a5_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014a6_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014a7_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014a8_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014a9_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014aa_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014ab_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014ac_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014ad_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014ae_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014af_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014b0_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014b1_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014b2_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014b3_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014b4_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014b5_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014b6_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014b7_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014b8_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014b9_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014ba_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014bb_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014bc_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014bd_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014be_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014bf_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014c0_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014c1_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014c2_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014c3_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014c4_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014c5_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
000000000000000014c6_0,-1.1159216,0.523546,0.65298325,-1.3261971,1.665577,0.6557912,0.5332131,1.5809559,-1.9658376,0.0,-0.8193391,
00000000000000000163_0,0.9035142,-0.64728504,-0.893565,-1.3261971,-0.71657306,0.70908594,-1.2587398,-0.47847393,-0.24884915,0.0,-0.4518235,
00000000000000000168_0,0.9035142,-0.64728504,-0.893565,-1.3261971,-0.71657306,0.70908594,-1.2587398,-0.47847393,-0.24884915,0.0,-0.4518235,
00000000000000000164_0,0.9163908,-0.5245288,-0.893565,-1.3261971,-0.8771405,0.6814214,-1.2587398,-0.20388354,-0.3808492,0.0,-0.44263563,
00000000000000000165_0,0.9163908,-0.5245288,-0.893565,-1.3261971,-0.8771405,0.6814214,-1.2587398,-0.20388354,-0.3808492,0.0,-0.44263563,
00000000000000000167_0,0.9163908,-0.5245288,-0.893565,-1.3261971,-0.8771405,0.6814214,-1.2587398,-0.20388354,-0.3808492,0.0,-0.44263563,
0000000000000000016a_0,0.9163908,-0.5245288,-0.893565,-1.3261971,-0.8771405,0.6814214,-1.2587398,-0.20388354,-0.3808492,0.0,-0.44263563,
00000000000000000115_0,0.9768864,-0.35188738,-1.0341603,-1.3261971,-0.115843065,-0.2062817,-1.0757588,0.3685611,-0.52963734,0.0,-0.77110267,
00000000000000000146_0,0.9768864,-0.35188738,-1.0341603,-1.3261971,-0.115843065,-0.2062817,-1.0757588,0.3685611,-0.52963734,0.0,-0.77110267,
00000000000000000162_0,1.0206181,-0.5235505,-0.8466999,-1.3261971,-0.8367989,2.0361652,-1.2745141,-0.45566702,-0.3808492,0.0,-0.3691325,
00000000000000000166_0,1.1462255,-0.5235505,-0.893565,-1.3261971,-0.93705374,2.3080633,-1.2934432,-0.40959817,-0.46347272,0.0,-0.27955052,
