system:index,Aridity_RichnessScaled,CECSOL_RichnessCutScaled,CHELSA_bio10_15_RichnessCutScaled,CHELSA_bio10_7_RichnessCutScaled,CLYPPT_RichnessCutScaled,ORCDRC_RichnessCutScaled,PETyr_RichnessScaled,PHIHOX_RichnessCutScaled,SLTPPT_RichnessCutScaled,Snow_newValues_WGS84,elevation_RichnessScaled,.geo
000000000000000008b2_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008b3_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008b4_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008b5_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008b6_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008b7_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008b8_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008b9_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008ba_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008bb_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008bc_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008bd_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008be_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008bf_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008c0_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008c1_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008c2_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008c3_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008c4_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008c5_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008c6_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008c7_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
000000000000000008c8_0,-0.81733084,-0.40715224,0.65298325,-1.3846108,0.762485,-0.58937997,0.4574968,1.0313188,-2.2963316,0.0,-0.34386578,
00000000000000000450_0,-0.98399746,-0.72357976,1.4028248,-1.3846108,0.884708,-0.7259393,0.25874144,0.026006917,-0.33114344,0.0,0.1132318,
0000000000000000164f_0,-1.0768061,-1.2644899,-0.28431872,-0.30395773,0.44494477,-1.0721517,0.12623787,1.7880394,-0.0013078958,0.0,1.1859181,
00000000000000001650_0,-1.0768061,-1.2644899,-0.28431872,-0.30395773,0.44494477,-1.0721517,0.12623787,1.7880394,-0.0013078958,0.0,1.1859181,
00000000000000001651_0,-1.0768061,-1.2644899,-0.28431872,-0.30395773,0.44494477,-1.0721517,0.12623787,1.7880394,-0.0013078958,0.0,1.1859181,
00000000000000001652_0,-1.0768061,-1.2644899,-0.28431872,-0.30395773,0.44494477,-1.0721517,0.12623787,1.7880394,-0.0013078958,0.0,1.1859181,
0000000000000000164b_0,-1.1151928,-1.1916188,-0.424914,-0.30395773,0.24363643,-1.0885605,0.1546315,1.6502873,0.015809193,0.0,1.110118,
0000000000000000164c_0,-1.1151928,-1.1916188,-0.424914,-0.30395773,0.24363643,-1.0885605,0.1546315,1.6502873,0.015809193,0.0,1.110118,
0000000000000000164d_0,-1.1151928,-1.1916188,-0.424914,-0.30395773,0.24363643,-1.0885605,0.1546315,1.6502873,0.015809193,0.0,1.110118,
0000000000000000164e_0,-1.1151928,-1.1916188,-0.424914,-0.30395773,0.24363643,-1.0885605,0.1546315,1.6502873,0.015809193,0.0,1.110118,
00000000000000001655_0,-1.0488663,-1.0683733,-0.19058852,-0.30395773,0.48488688,-0.956205,0.100999095,2.085436,0.048397694,0.0,1.2502333,
00000000000000001656_0,-1.0488663,-1.0683733,-0.19058852,-0.30395773,0.48488688,-0.956205,0.100999095,2.085436,0.048397694,0.0,1.2502333,
00000000000000001653_0,-1.0904114,-1.1187475,-0.28431872,-0.30395773,0.48528633,-1.0520813,0.13570242,2.085436,0.19718601,0.0,1.1261969,
00000000000000001654_0,-1.0904114,-1.1187475,-0.28431872,-0.30395773,0.48528633,-1.0520813,0.13570242,2.085436,0.19718601,0.0,1.1261969,
0000000000000000034b_0,0.27183315,-1.5320107,-1.2684858,-0.60576177,-0.917482,-1.0189925,-0.63408023,-1.5768367,4.095303,0.0,-0.49776298,
0000000000000000034c_0,0.27183315,-1.5320107,-1.2684858,-0.60576177,-0.917482,-1.0189925,-0.63408023,-1.5768367,4.095303,0.0,-0.49776298,
00000000000000000481_0,0.20793615,-1.4327297,0.51238793,-0.60576177,0.0023857364,-0.6169088,0.2713608,-0.04332514,-0.5454378,0.0,-0.41277498,
00000000000000000993_0,-0.064901486,0.38220483,-0.28431872,0.49436256,0.32511833,0.1913268,-0.17978227,0.7809029,0.31305623,1.0,-0.33238092,
0000000000000000096c_0,-0.056398086,-0.79449475,-0.6123744,0.60145414,-0.5771749,-0.96895236,0.17040573,0.46069875,-0.3308142,1.0,-0.23131411,
0000000000000000096e_0,-0.056398086,-0.79449475,-0.6123744,0.60145414,-0.5771749,-0.96895236,0.17040573,0.46069875,-0.3308142,1.0,-0.23131411,
0000000000000000096f_0,-0.056398086,-0.79449475,-0.6123744,0.60145414,-0.5771749,-0.96895236,0.17040573,0.46069875,-0.3308142,1.0,-0.23131411,
00000000000000000970_0,-0.056398086,-0.79449475,-0.6123744,0.60145414,-0.5771749,-0.96895236,0.17040573,0.46069875,-0.3308142,1.0,-0.23131411,
00000000000000000971_0,-0.056398086,-0.79449475,-0.6123744,0.60145414,-0.5771749,-0.96895236,0.17040573,0.46069875,-0.3308142,1.0,-0.23131411,
0000000000000000096a_0,-0.053968545,-0.64777416,-0.6592395,0.60145414,-0.4569491,-0.9357279,0.17040573,0.4378925,-0.3308142,1.0,-0.23361108,
0000000000000000096b_0,-0.053968545,-0.64777416,-0.6592395,0.60145414,-0.4569491,-0.9357279,0.17040573,0.4378925,-0.3308142,1.0,-0.23361108,
0000000000000000096d_0,-0.056398086,-0.79449475,-0.6123744,0.60145414,-0.5771749,-0.96895236,0.17040573,0.46069875,-0.3308142,1.0,-0.23131411,
000000000000000000ee_0,1.4584217,-0.49811915,-0.7998348,-1.4138175,0.12500817,-0.25754222,-1.0221263,-0.11174458,0.41180936,1.0,-0.7527269,
0000000000000000012f_0,1.4584217,-0.49811915,-0.7998348,-1.4138175,0.12500817,-0.25754222,-1.0221263,-0.11174458,0.41180936,1.0,-0.7527269,
000000000000000015ef_0,0.612455,0.28732553,0.04373695,-0.4305208,0.24443513,0.39026684,-0.3974667,-0.04332514,0.03259745,1.0,2.7754233,
000000000000000015f0_0,0.612455,0.28732553,0.04373695,-0.4305208,0.24443513,0.39026684,-0.3974667,-0.04332514,0.03259745,1.0,2.7754233,
000000000000000015f1_0,0.612455,0.28732553,0.04373695,-0.4305208,0.24443513,0.39026684,-0.3974667,-0.04332514,0.03259745,1.0,2.7754233,
000000000000000015f2_0,0.612455,0.28732553,0.04373695,-0.4305208,0.24443513,0.39026684,-0.3974667,-0.04332514,0.03259745,1.0,2.7754233,
0000000000000000051c_0,0.010414337,-0.3010243,-1.0341603,0.40674192,0.3442907,-0.49431732,0.11992818,-0.660926,1.270962,1.0,0.18673494,
00000000000000000531_0,0.010414337,-0.3010243,-1.0341603,0.40674192,0.3442907,-0.49431732,0.11992818,-0.660926,1.270962,1.0,0.18673494,
00000000000000000959_0,-0.15552342,-0.47660014,-1.1278905,0.5917187,-0.115843065,-0.6977324,-0.39431185,0.91774184,0.8081388,1.0,-0.55978125,
00000000000000000846_0,1.92951,1.2928511,-1.3153509,-0.13845241,-0.05553039,0.8296432,-0.88015825,0.0022880395,0.41180936,1.0,2.5709927,
0000000000000000000b_0,-0.14410457,0.01149063,-0.424914,0.80590194,0.3047478,-0.8631765,0.1420121,0.46069875,0.85784477,1.0,-0.35764763,
0000000000000000000c_0,-0.14410457,0.01149063,-0.424914,0.80590194,0.3047478,-0.8631765,0.1420121,0.46069875,0.85784477,1.0,-0.35764763,
00000000000000000595_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
00000000000000000596_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
00000000000000000597_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
00000000000000000598_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
00000000000000000599_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
0000000000000000059a_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
0000000000000000059b_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
0000000000000000059c_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
0000000000000000059d_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
0000000000000000059f_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
000000000000000005fa_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
000000000000000005fb_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
000000000000000005fc_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
000000000000000005fd_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
000000000000000005fe_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
000000000000000005ff_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
00000000000000000600_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
00000000000000000601_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
00000000000000000602_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
00000000000000000603_0,0.5334949,-0.6164736,-1.2216207,0.50409806,-1.2378181,0.27689683,0.07576032,-0.8903602,0.65968,1.0,-0.32778698,
0000000000000000053c_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
0000000000000000053d_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
00000000000000000548_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
00000000000000000553_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
00000000000000000555_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
00000000000000000556_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
00000000000000000557_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
00000000000000000558_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
00000000000000000559_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
0000000000000000055a_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
0000000000000000055b_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
0000000000000000055c_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
0000000000000000055d_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
00000000000000000567_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
00000000000000000572_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
0000000000000000057d_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
00000000000000000588_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
00000000000000000593_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
0000000000000000059e_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005a9_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005b4_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005b5_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005b6_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005b7_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005b8_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005b9_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005ba_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005bb_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005bc_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005bd_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005be_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005bf_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005c0_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005c1_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005c2_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005c3_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005c4_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005c5_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005c6_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000005c7_0,0.51260084,-0.7896041,-1.1747556,0.50409806,-1.0173374,-0.28100276,0.09784424,-0.5920509,0.9898448,1.0,-0.3760234,
000000000000000009ec_0,-0.009022004,-1.0845126,-0.19058852,-0.04109629,-0.9574243,-0.7141412,-0.94641006,0.4374362,-0.31468457,1.0,-0.35764763,
000000000000000011ce_0,-0.32194707,-0.96371263,0.04373695,-0.04109629,-0.19572733,-0.9619006,-0.6971772,-0.20433919,0.90722114,1.0,0.40494734,
000000000000000011d4_0,-0.32194707,-0.81699187,0.04373695,-0.04109629,-0.1961268,-0.921082,-0.6971772,-0.27321494,1.1053858,1.0,0.39575943,
000000000000000011b1_0,-0.3547459,-0.84095633,0.18433224,-0.05083194,-0.3163527,-0.6805099,-0.6971772,-0.47893023,0.97338575,1.0,0.3888685,
000000000000000011b0_0,-0.35134456,-0.5440916,0.13746715,-0.04109629,-0.3762659,-0.6200278,-0.6971772,-0.9829548,1.122174,1.0,0.38657156,
000000000000000011c7_0,-0.3909461,-0.8898632,0.04373695,-0.04109629,-0.25604,-0.7296007,-0.67824805,-0.61668175,1.0560094,1.0,0.34063208,
000000000000000011cb_0,-0.32194707,-0.9157838,0.04373695,-0.04109629,-0.09627146,-0.8839249,-0.6971772,-0.1126572,0.97338575,1.0,0.40265036,
000000000000000011db_0,-0.338225,-0.8903523,0.04373695,-0.04109629,-0.13621359,-0.71807384,-0.6971772,-0.34163505,1.0066327,1.0,0.39346248,
000000000000000011b2_0,-0.35426,-0.6917903,0.09060205,-0.04109629,-0.3163527,-0.63996255,-0.6940223,-0.9601479,1.122174,1.0,0.38427457,
000000000000000011c1_0,-0.49347278,-0.47219834,0.09060205,-0.04109629,-0.05553039,-0.41023913,-0.6403899,-0.68510115,1.0560094,1.0,0.23037742,
000000000000000011b4_0,-0.49857482,-0.9876769,0.04373695,-0.04109629,-0.21609788,-0.8043219,-0.63408023,-0.45612332,0.85784477,1.0,0.20281374,
000000000000000011d3_0,-0.4242308,-0.4472558,0.09060205,-0.04109629,0.10423817,-0.5529009,-0.6656287,-0.6846449,1.122174,1.0,0.31077144,
000000000000000009ed_0,-0.0053776903,-1.1334195,-0.23745362,-0.04109629,-0.9570248,-0.93844014,-0.95271975,0.36901674,-0.41376695,1.0,-0.3507567,
000000000000000015e5_0,0.49146378,0.014425065,-0.28431872,-0.849152,0.40500262,0.76061755,-0.34067947,-0.86709696,0.57705635,1.0,1.1813241,
000000000000000015e6_0,0.49146378,0.014425065,-0.28431872,-0.849152,0.40500262,0.76061755,-0.34067947,-0.86709696,0.57705635,1.0,1.1813241,
000000000000000018a4_0,0.10468059,-0.69325745,-1.2216207,0.63066095,-0.77688575,-0.27869746,-0.35960853,-0.20433919,0.609974,1.0,-0.08660483,
000000000000000018c3_0,0.10468059,-0.69325745,-1.2216207,0.63066095,-0.77688575,-0.27869746,-0.35960853,-0.20433919,0.609974,1.0,-0.08660483,
000000000000000018e2_0,0.10468059,-0.69325745,-1.2216207,0.63066095,-0.77688575,-0.27869746,-0.35960853,-0.20433919,0.609974,1.0,-0.08660483,
00000000000000001901_0,0.10468059,-0.69325745,-1.2216207,0.63066095,-0.77688575,-0.27869746,-0.35960853,-0.20433919,0.609974,1.0,-0.08660483,
00000000000000001920_0,0.10468059,-0.69325745,-1.2216207,0.63066095,-0.77688575,-0.27869746,-0.35960853,-0.20433919,0.609974,1.0,-0.08660483,
00000000000000000f2b_0,1.7776636,0.35432813,-0.5186442,-0.24554421,1.4858372,-0.32290626,-0.5299703,0.98661757,0.31305623,1.0,0.65302044,
00000000000000001130_0,-0.16475569,-0.7421644,-0.7061046,-0.15792353,-0.35669428,-0.084639475,-0.74449986,-0.3867919,0.5112209,1.0,0.36819577,
00000000000000001131_0,-0.16475569,-0.7421644,-0.7061046,-0.15792353,-0.35669428,-0.084639475,-0.74449986,-0.3867919,0.5112209,1.0,0.36819577,
0000000000000000051f_0,0.2868963,-0.81601375,-1.2216207,0.48462674,-0.41700673,-0.84961563,0.21457358,-0.7298018,1.105715,1.0,-0.4862781,
00000000000000000534_0,0.2868963,-0.81601375,-1.2216207,0.48462674,-0.41700673,-0.84961563,0.21457358,-0.7298018,1.105715,1.0,-0.4862781,
00000000000000000c09_0,0.38747936,-0.37291753,-0.19058852,-0.40131387,0.12460871,0.5409295,-1.2713592,0.024637992,-0.01743773,1.0,-0.8124482,
0000000000000000000d_0,-0.13001323,0.1337581,-0.424914,0.7961665,0.64545435,-0.95295036,0.12939271,0.46069875,1.122174,1.0,-0.34386578,
0000000000000000000e_0,-0.13001323,0.1337581,-0.424914,0.7961665,0.64545435,-0.95295036,0.12939271,0.46069875,1.122174,1.0,-0.34386578,
0000000000000000000f_0,-0.13001323,0.1337581,-0.424914,0.7961665,0.64545435,-0.95295036,0.12939271,0.46069875,1.122174,1.0,-0.34386578,
00000000000000000010_0,-0.13001323,0.1337581,-0.424914,0.7961665,0.64545435,-0.95295036,0.12939271,0.46069875,1.122174,1.0,-0.34386578,
000000000000000015eb_0,0.21498182,-0.22864221,-0.28431872,-0.8394164,0.24443513,-0.05589023,-0.26180828,-0.3858793,0.31305623,1.0,0.7839479,
000000000000000015ec_0,0.21498182,-0.22864221,-0.28431872,-0.8394164,0.24443513,-0.05589023,-0.26180828,-0.3858793,0.31305623,1.0,0.7839479,
00000000000000000b43_0,-0.042549692,-0.058935244,-0.424914,0.5333048,0.3047478,-0.7328553,-0.12930472,0.7120272,0.4285976,1.0,-0.3668355,
00000000000000000b44_0,-0.042549692,-0.058935244,-0.424914,0.5333048,0.3047478,-0.7328553,-0.12930472,0.7120272,0.4285976,1.0,-0.3668355,
00000000000000000b45_0,-0.042549692,-0.058935244,-0.424914,0.5333048,0.3047478,-0.7328553,-0.12930472,0.7120272,0.4285976,1.0,-0.3668355,
00000000000000000b46_0,-0.042549692,-0.058935244,-0.424914,0.5333048,0.3047478,-0.7328553,-0.12930472,0.7120272,0.4285976,1.0,-0.3668355,
00000000000000000b53_0,-0.042549692,-0.058935244,-0.424914,0.5333048,0.3047478,-0.7328553,-0.12930472,0.7120272,0.4285976,1.0,-0.3668355,
00000000000000000b54_0,-0.042549692,-0.058935244,-0.424914,0.5333048,0.3047478,-0.7328553,-0.12930472,0.7120272,0.4285976,1.0,-0.3668355,
00000000000000000b55_0,-0.042549692,-0.058935244,-0.424914,0.5333048,0.3047478,-0.7328553,-0.12930472,0.7120272,0.4285976,1.0,-0.3668355,
00000000000000000b56_0,-0.042549692,-0.058935244,-0.424914,0.5333048,0.3047478,-0.7328553,-0.12930472,0.7120272,0.4285976,1.0,-0.3668355,
000000000000000003ea_0,-0.19804043,0.6815152,-0.23745362,0.5333048,-0.73654413,0.79153687,-0.8896228,-0.47801763,0.18105617,1.0,-0.49776298,
000000000000000003eb_0,-0.19804043,0.6815152,-0.23745362,0.5333048,-0.73654413,0.79153687,-0.8896228,-0.47801763,0.18105617,1.0,-0.49776298,
000000000000000003ec_0,-0.19804043,0.6815152,-0.23745362,0.5333048,-0.73654413,0.79153687,-0.8896228,-0.47801763,0.18105617,1.0,-0.49776298,
000000000000000003ed_0,-0.19804043,0.6815152,-0.23745362,0.5333048,-0.73654413,0.79153687,-0.8896228,-0.47801763,0.18105617,1.0,-0.49776298,
000000000000000011d6_0,-0.25319102,-0.839,0.13746715,-0.05083194,-0.41620803,-0.5446287,-0.7287256,-1.0969868,0.8743034,1.0,0.49452928,
000000000000000011c0_0,-0.34818614,-0.59348756,0.13746715,-0.05083194,-0.1961268,-0.5641565,-0.6971772,-0.9601479,0.990174,1.0,0.39575943,
000000000000000011cf_0,-0.38535815,-0.5944655,0.09060205,-0.04109629,-0.015987713,-0.66898304,-0.68455774,-0.5473497,1.122174,1.0,0.347523,
000000000000000011b5_0,-0.2910919,-0.66440237,0.18433224,-0.05083194,-0.49649182,-0.29781845,-0.71295136,-1.2347382,0.9240094,1.0,0.4577777,
000000000000000011b7_0,-0.2910919,-0.66440237,0.18433224,-0.05083194,-0.49649182,-0.29781845,-0.71295136,-1.2347382,0.9240094,1.0,0.4577777,
000000000000000011c5_0,-0.2969228,-0.81601375,0.13746715,-0.05083194,-0.55680436,-0.52971154,-0.7066417,-1.1207063,0.95692706,1.0,0.4485898,
